file_name,skill_name_kr,class_name_kr,class_folder,relative_path,source_character,skill_type,skill_id,icon_url,icon_source_file,collected_at
lm_skill_01_17.png,공의연무,창술사,lancemaster,lancemaster/lm_skill_01_17.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_17.png,lm_skill_01_17.png,2026-06-28T21:28:05+09:00
lm_skill_01_22.png,굉열파,창술사,lancemaster,lancemaster/lm_skill_01_22.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_22.png,lm_skill_01_22.png,2026-06-28T21:28:05+09:00
lm_skill_01_20.png,나선창,창술사,lancemaster,lancemaster/lm_skill_01_20.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_20.png,lm_skill_01_20.png,2026-06-28T21:28:05+09:00
lm_skill_01_28.png,맹룡난무,창술사,lancemaster,lancemaster/lm_skill_01_28.png,사과잼민이,1,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_28.png,lm_skill_01_28.png,2026-06-28T21:28:05+09:00
lm_skill_01_15.png,맹룡열파,창술사,lancemaster,lancemaster/lm_skill_01_15.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_15.png,lm_skill_01_15.png,2026-06-28T21:28:05+09:00
lm_skill_01_12.png,반월섬,창술사,lancemaster,lancemaster/lm_skill_01_12.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_12.png,lm_skill_01_12.png,2026-06-28T21:28:05+09:00
lm_skill_01_21.png,사두룡격,창술사,lancemaster,lancemaster/lm_skill_01_21.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_21.png,lm_skill_01_21.png,2026-06-28T21:28:05+09:00
lm_skill_01_16.png,선풍참혼,창술사,lancemaster,lancemaster/lm_skill_01_16.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_16.png,lm_skill_01_16.png,2026-06-28T21:28:05+09:00
lm_skill_01_31.png,연가창식: 마룡합일섬,창술사,lancemaster,lancemaster/lm_skill_01_31.png,사과잼민이,101,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_31.png,lm_skill_01_31.png,2026-06-28T21:28:05+09:00
lm_skill_01_30.png,연가창식: 은하비섬창,창술사,lancemaster,lancemaster/lm_skill_01_30.png,사과잼민이,101,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_30.png,lm_skill_01_30.png,2026-06-28T21:28:05+09:00
lm_skill_01_26.png,연가창식: 은하유성탄,창술사,lancemaster,lancemaster/lm_skill_01_26.png,사과잼민이,100,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_26.png,lm_skill_01_26.png,2026-06-28T21:28:05+09:00
lm_skill_01_27.png,연가창식: 적룡질풍격,창술사,lancemaster,lancemaster/lm_skill_01_27.png,사과잼민이,100,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_27.png,lm_skill_01_27.png,2026-06-28T21:28:05+09:00
lm_skill_01_13.png,연환섬,창술사,lancemaster,lancemaster/lm_skill_01_13.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_13.png,lm_skill_01_13.png,2026-06-28T21:28:05+09:00
lm_skill_01_7.png,열공참,창술사,lancemaster,lancemaster/lm_skill_01_7.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_7.png,lm_skill_01_7.png,2026-06-28T21:28:05+09:00
lm_skill_01_23.png,유성강천,창술사,lancemaster,lancemaster/lm_skill_01_23.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_23.png,lm_skill_01_23.png,2026-06-28T21:28:05+09:00
lm_skill_01_5.png,이연격,창술사,lancemaster,lancemaster/lm_skill_01_5.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_5.png,lm_skill_01_5.png,2026-06-28T21:28:05+09:00
lm_skill_01_9.png,일섬각,창술사,lancemaster,lancemaster/lm_skill_01_9.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_9.png,lm_skill_01_9.png,2026-06-28T21:28:05+09:00
lm_skill_01_25.png,적룡포,창술사,lancemaster,lancemaster/lm_skill_01_25.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_25.png,lm_skill_01_25.png,2026-06-28T21:28:05+09:00
lm_skill_01_29.png,적룡필살,창술사,lancemaster,lancemaster/lm_skill_01_29.png,사과잼민이,1,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_29.png,lm_skill_01_29.png,2026-06-28T21:28:05+09:00
lm_skill_01_24.png,절룡세,창술사,lancemaster,lancemaster/lm_skill_01_24.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_24.png,lm_skill_01_24.png,2026-06-28T21:28:05+09:00
lm_skill_01_14.png,질풍참,창술사,lancemaster,lancemaster/lm_skill_01_14.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_14.png,lm_skill_01_14.png,2026-06-28T21:28:05+09:00
lm_skill_01_10.png,철량추,창술사,lancemaster,lancemaster/lm_skill_01_10.png,사과잼민이,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/lm_skill/lm_skill_01_10.png,lm_skill_01_10.png,2026-06-28T21:28:05+09:00
