file_name,skill_name_kr,class_name_kr,class_folder,relative_path,source_character,skill_type,skill_id,icon_url,icon_source_file,collected_at
dh_skill_01_8.png,AT02 유탄,데빌헌터,devilhunter,devilhunter/dh_skill_01_8.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_8.png,dh_skill_01_8.png,2026-06-28T21:29:03+09:00
dh_skill_01_9.png,나선의 추적자,데빌헌터,devilhunter,devilhunter/dh_skill_01_9.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_9.png,dh_skill_01_9.png,2026-06-28T21:29:03+09:00
dh_skill_01_12.png,대재앙,데빌헌터,devilhunter,devilhunter/dh_skill_01_12.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_12.png,dh_skill_01_12.png,2026-06-28T21:29:03+09:00
dh_skill_01_53.png,데들리 케이지,데빌헌터,devilhunter,devilhunter/dh_skill_01_53.png,데헌이에영,101,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_53.png,dh_skill_01_53.png,2026-06-28T21:29:03+09:00
dh_skill_01_5.png,데스파이어,데빌헌터,devilhunter,devilhunter/dh_skill_01_5.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_5.png,dh_skill_01_5.png,2026-06-28T21:29:03+09:00
dh_skill_01_47.png,데스페라도,데빌헌터,devilhunter,devilhunter/dh_skill_01_47.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_47.png,dh_skill_01_47.png,2026-06-28T21:29:03+09:00
dh_skill_01_51.png,둠스 데이,데빌헌터,devilhunter,devilhunter/dh_skill_01_51.png,데헌이에영,1,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_51.png,dh_skill_01_51.png,2026-06-28T21:29:03+09:00
dh_skill_01_50.png,래피드 파이어,데빌헌터,devilhunter,devilhunter/dh_skill_01_50.png,데헌이에영,1,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_50.png,dh_skill_01_50.png,2026-06-28T21:29:03+09:00
dh_skill_01_0.png,메테오 스트림,데빌헌터,devilhunter,devilhunter/dh_skill_01_0.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_0.png,dh_skill_01_0.png,2026-06-28T21:29:03+09:00
dh_skill_01_16.png,민첩한 사격,데빌헌터,devilhunter,devilhunter/dh_skill_01_16.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_16.png,dh_skill_01_16.png,2026-06-28T21:29:03+09:00
dh_skill_01_27.png,버스팅 플레어,데빌헌터,devilhunter,devilhunter/dh_skill_01_27.png,데헌이에영,100,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_27.png,dh_skill_01_27.png,2026-06-28T21:29:03+09:00
dh_skill_01_60.png,블라우어 블리츠,데빌헌터,devilhunter,devilhunter/dh_skill_01_60.png,데헌이에영,101,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_60.png,dh_skill_01_60.png,2026-06-28T21:29:03+09:00
dh_skill_01_4.png,사형 집행,데빌헌터,devilhunter,devilhunter/dh_skill_01_4.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_4.png,dh_skill_01_4.png,2026-06-28T21:29:03+09:00
dh_skill_01_14.png,샷건 연사,데빌헌터,devilhunter,devilhunter/dh_skill_01_14.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_14.png,dh_skill_01_14.png,2026-06-28T21:29:03+09:00
dh_skill_01_25.png,샷건의 지배자,데빌헌터,devilhunter,devilhunter/dh_skill_01_25.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_25.png,dh_skill_01_25.png,2026-06-28T21:29:03+09:00
dh_skill_01_1.png,스파이럴 플레임,데빌헌터,devilhunter,devilhunter/dh_skill_01_1.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_1.png,dh_skill_01_1.png,2026-06-28T21:29:03+09:00
dh_skill_01_48.png,심판의 날,데빌헌터,devilhunter,devilhunter/dh_skill_01_48.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_48.png,dh_skill_01_48.png,2026-06-28T21:29:03+09:00
dh_skill_01_19.png,썸머솔트샷,데빌헌터,devilhunter,devilhunter/dh_skill_01_19.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_19.png,dh_skill_01_19.png,2026-06-28T21:29:03+09:00
dh_skill_01_49.png,원샷원킬,데빌헌터,devilhunter,devilhunter/dh_skill_01_49.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_49.png,dh_skill_01_49.png,2026-06-28T21:29:03+09:00
dh_skill_01_20.png,이퀄리브리엄,데빌헌터,devilhunter,devilhunter/dh_skill_01_20.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_20.png,dh_skill_01_20.png,2026-06-28T21:29:03+09:00
dh_skill_01_17.png,잔혹한 추적자,데빌헌터,devilhunter,devilhunter/dh_skill_01_17.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_17.png,dh_skill_01_17.png,2026-06-28T21:29:03+09:00
dh_skill_01_22.png,조준 사격,데빌헌터,devilhunter,devilhunter/dh_skill_01_22.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_22.png,dh_skill_01_22.png,2026-06-28T21:29:03+09:00
dh_skill_01_3.png,종말의 전조,데빌헌터,devilhunter,devilhunter/dh_skill_01_3.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_3.png,dh_skill_01_3.png,2026-06-28T21:29:03+09:00
dh_skill_01_52.png,죽음의 표적,데빌헌터,devilhunter,devilhunter/dh_skill_01_52.png,데헌이에영,1,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_52.png,dh_skill_01_52.png,2026-06-28T21:29:03+09:00
dh_skill_01_21.png,최후의 만찬,데빌헌터,devilhunter,devilhunter/dh_skill_01_21.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_21.png,dh_skill_01_21.png,2026-06-28T21:29:03+09:00
dh_skill_01_24.png,퀵 샷,데빌헌터,devilhunter,devilhunter/dh_skill_01_24.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_24.png,dh_skill_01_24.png,2026-06-28T21:29:03+09:00
dh_skill_01_23.png,클레이 폭격,데빌헌터,devilhunter,devilhunter/dh_skill_01_23.png,데헌이에영,100,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_23.png,dh_skill_01_23.png,2026-06-28T21:29:03+09:00
dh_skill_01_26.png,퍼펙트 샷,데빌헌터,devilhunter,devilhunter/dh_skill_01_26.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_26.png,dh_skill_01_26.png,2026-06-28T21:29:03+09:00
dh_skill_01_10.png,플라즈마 불릿,데빌헌터,devilhunter,devilhunter/dh_skill_01_10.png,데헌이에영,0,,https://cdn-lostark.game.onstove.com/efui_iconatlas/dh_skill/dh_skill_01_10.png,dh_skill_01_10.png,2026-06-28T21:29:03+09:00
dh2_Secret_Weapon.png,비밀병기,데빌헌터,devilhunter,devilhunter/dh2_Secret_Weapon.png,manual_identity_icon,identity,,,dh2_Secret_Weapon.png,2026-06-29T15:54:37+09:00
